story_id,genre_id,genre,filename,prompt
cinderella,13,Anime,cinderella_13_anime.webp,"Vibrant anime cel style: gymnasium steps at the culture festival bonfire, where Shinderera-chan sprints down mid-unravel — her masterpiece dress dramatically coming apart into petals and thread, sewing machine spirit wailing in a speech bubble of steam. One tempered-glass slipper (TECHNICALLY safety equipment) gleams on the steps; the student council president holds his clipboard, stunned. Fireworks, speed lines, huge expressions. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,14,Superhero Comic,cinderella_14_superhero.webp,"Superhero comic splash page: a gala ballroom wall three meters up, where one glass slipper is EMBEDDED, batteries dead, as ELLA swings out the shattered skylight on a grapnel line, gown flaring over ballistic weave, alarms painting everything red. The DA's son reaches up toward the slipper in the wall. Halftone dots, action lines, bold primaries. NEXT ISSUE box implied. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,15,Silent Film,cinderella_15_silent-film.webp,"1920s silent film frame, black and white with heavy vignette: a palace staircase that multiplies as the camera cranks, where a girl flees downward with her gown streaming, mouth an O, enormous clock face filling the sky behind her with hands sprinting. One slipper center-frame catches the spotlight. Film grain, iris edge closing, melodrama. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,16,1950s Suburban Mystery,cinderella_16_suburban-mystery.webp,"1950s retro illustration, magazine-ad style: the country club's flagstone steps at midnight, where a blonde in a borrowed blue gown hurries down past topiary, pearls swinging, station wagon idling below. One glass pump — matching the portrait in a house everyone knows — stands on the steps in the porch light. Mint and buttercup palette, one wrong shadow, secrets. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,17,Cold War Spy,cinderella_17_cold-war-spy.webp,"Cold War spy thriller painting: an embassy staircase in weak chandelier spill-light, where an asset in a Paris-label gown descends fast on one shoe, clutch tight, the Ambassador's son caught mid-reach at the landing above. On the stair, the right glass heel — deliberately empty, the decoy the counterintelligence men will study for years. Cold grays, one warm gold hem. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,18,True Crime Doc,cinderella_18_true-crime.webp,"True-crime documentary reconstruction in the grounded journalistic style of In Cold Blood: a grand staircase treated as a documented crime scene at night, numbered yellow evidence markers around a single glass slipper on a step, a plainclothes detective photographing it, uniformed officers taking statements from ball guests, chalk-marked footsteps trailing away. Practical lamplight, muted realistic color, the flat factual tone of a real case being documented. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore, horror, found-footage grain, supernatural dread."
cinderella,19,Courtroom Drama,cinderella_19_courtroom.webp,"Courtroom drama painting: a wood-paneled courtroom where the glass slipper stands on the evidence table under a numbered tag, EXHIBIT A, as a young woman in half-mourning testifies from the stand and a widow's frozen smile cracks at the defense table. In the gallery, a young man waiting, four days patient. Honey-and-oak palette, gaslight, high drama. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,20,Romance,cinderella_20_romance.webp,"Romance novel cover illustration: a terrace staircase at midnight where a young woman in a champagne gown pauses mid-flight on the steps, looking back once, sea wind in her hair — while a man in a surrendered bow tie takes the stairs after her two at a time. On the step between them, one beaded slipper, its strap just snapped. Moonlit sea, golden windows, painterly swirl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,21,Heist,cinderella_21_heist.webp,"Heist film concept art: the palace grand stair at 12:00 as alarms begin, where a woman in a ball gown descends in a controlled sprint, hollow glass heel in her hand — the other heel standing on the stair, one diamond glinting inside it, deliberately left. Guards silhouetted above, laser grid faint and red, the prince holding the surrendered slipper. Slick cool blues. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,22,Detective Mystery,cinderella_22_detective.webp,"Classic detective mystery illustration: a palace staircase roped off as a scene at dawn, where a woman detective kneels at the glass slipper with a magnifying glass — wear pattern chalked, hand-ground glass sketched in a notebook, a maid's silhouette fleeing in the reconstruction inset. Fog greys, gaslight, pipe-smoke mood, deduction made visible. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,23,Survival Wilderness,cinderella_23_survival.webp,"Survival wilderness painting: a frozen waterfall on a mountain descent at midnight, where a young woman in a capital gown and glass crampon-boots picks her line down the ice by moonlight, storm wind lifting her hem, the governor's hall glowing tiny in the valley below. One glass boot stands point-down in the ice like a flag. Deep blue night, aurora, one warm valley light. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,24,Slapstick Cartoon,cinderella_24_slapstick.webp,"Frantic 1940s cartoon still: the palace steps mid-BONG as the clock tower inflates like a bullfrog, where a girl bolts down stairs that multiply behind her, gown pixelating back to patches, a horse-sized mouse pedaling a squashed pumpkin like a unicycle below. One slipper on its cushion gulps at the camera. Rubber-hose limbs, motion smears, impossible physics. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,25,Mythic Epic,cinderella_25_mythic-epic.webp,"Mythic fresco painting: a temple stair beneath a sky of convened gods, where the ash-daughter descends in a gown of banked embers going gray as the gift returns to its element, shedding sparks. On the threshold-stone stair, one slipper of fire-honest glass keeps its form, singing a painted note. Gold leaf, terracotta and lapis, solemn epic geometry. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,26,Science Fiction,cinderella_26_science-fiction.webp,"Retro-futuristic sci-fi concept art: an orbital flagship boarding ramp where a hull-scrubber runs as her light-woven gown dissolves into particles around her coveralls, pumpkin-orange shuttle waiting. One crystalline boot — grown from a lost colony ship's viewport glass — stays magnetized to the ramp, chiming. Chrome and teal, star-field, nursery-soft glow on the boot. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,27,Action & Adventure,cinderella_27_action-adventure.webp,"Pulp adventure illustration: a palace wall at midnight where a young woman in a running-hemmed gown rappels down the outer stonework, map case slung, one glass-toed climbing boot wedged in the downspout above her like a summit flag. Ballroom light spills gold from the windows; a rope of knotted curtains swings. Golden-hour drama, dynamic diagonals, painted grit. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,28,Supernatural Horror,cinderella_28_ghost-horror.webp,"Supernatural horror painting: a palace stair at the twelfth stroke where a young woman flees on one bare foot and one shod, tearing the left slipper off mid-stride — the abandoned slipper on the stair fogging from the inside, something faint coiling within the glass. Ballroom light dying behind her, cold blues, one warm candle, dread over gore. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,29,Biography Memoir,cinderella_29_biography.webp,"Quiet literary painting: an elderly woman by a glass display cabinet at dusk, holding one beaded dance shoe while its mate sits inside beside a folded newspaper notice — LADY WHO LOST A GLASS SHOE MAY CLAIM IT — and a wedding photograph. Lace curtains, afternoon amber, Wyeth stillness. No magic anywhere, and no need of it. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,30,Historical Fiction,cinderella_30_historical-fiction.webp,"Historical fiction oil painting, revolutionary autumn: a river stair below a lit ballroom where a young woman in twenty-years-unfashionable silk descends at midnight, hem in her fists — while across the water the first warehouse fires of the new order glow on the horizon. One exposition-glass slipper gleams on the wet stone stair. Candle gold against gathering red. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,31,Stage Drama,cinderella_31_stage-drama.webp,"Theatrical stage painting: a ballroom set that is visibly also the kitchen set, where the girl runs downstage against a silent snowfall of ash from the flies, ballroom light dying back into kitchen light around her. One slipper rests downstage center in a tight spot; the prince lifts it among the pots, looking out at us. Footlight amber, audience dark, the withheld knock implied. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,32,Graphic Novel,cinderella_32_graphic-novel.webp,"A comic-book page laid out as three or four rectangular panels with clean white gutters and bold black ink borders, halftone-dot shading: a young woman in a ball gown fleeing down a grand palace staircase at midnight as a great clock strikes twelve, one glass slipper left on a step and the prince a step behind, the flight broken across panels. Dramatic vintage comic art. A landscape comic-book page. Anthropomorphic pigs, wolf, and bears upright and clothed where present. Speech balloons and caption boxes with illegible squiggle lettering, not real words. Avoid: photorealism, gore, legible text."
cinderella,33,Ergodic,cinderella_33_ergodic.webp,"Recovered case-file collage on aged paper: a gilt guest list with the 340th name blacked out, a dance card filling itself in, a diagram of a pumpkin annotated as a calendar with thirteen mouse-hours, and a photograph of a palace stair where the slipper rests exactly in the gap between two lines of type. Redaction bars, string, coffee rings, three hands of illegible scrawl. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,34,Transgressive,cinderella_34_transgressive.webp,"Xeroxed punk-zine collage, harsh contrast: a palace stair where a young woman in a gown sits calmly placing the glass slipper at dead center like an invoice, ledger tucked under her arm, the ball glittering obliviously in the doorway above. Ripped-paper edges, photocopier grain, one spray-silver accent on the glass. Deliberate, not lost. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,35,Climate Fiction,cinderella_35_climate-fiction.webp,"Painterly climate-fiction scene: a coastal causeway at 11:40 PM with the tide already climbing the stones, where a young woman in sail-silk hurries landward past a seawall stenciled with a flood date, the governor's climate ball glowing on the headland behind. On the drowned stair, one sea-colored storm-glass slipper filling with phosphorescent tide. Storm greys, seedling green. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,36,Slipstream,cinderella_36_slipstream.webp,"Quiet surrealist painting, Magritte sensibility: a ballroom staircase where the same fleeing figure appears three times at three heights in overlapping exposures, each fainter, while the tall windows show dusk, midnight, and morning simultaneously. On the marble, one glass slipper casting three shadows in three directions. Muted dream palette, flat even light, deadpan calm. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,37,Bangsian,cinderella_37_bangsian.webp,"Warm classical afterlife oil painting: an eternal ballroom assembled from mismatched ballrooms — marble arcade fusing into a wood-paneled hall — where a laughing ninety-nine-year-old woman runs down stairs built of every stair anyone fled, her prince a delighted step behind, three bored Fates watching from a clerk's bench. One slipper mid-stair, glowing. Elysian gold and rose. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,38,Black Comedy,cinderella_38_black-comedy.webp,"Deadpan symmetrical tableau, flat editorial-cartoon oil: the palace fitting-tour queue — eleven identical-footed women icing their feet, a satisfied duke at the front wearing the slipper beautifully — while at the very back a young woman holds the matching slipper in a bread bag, entirely unimpressed. A committee table groans with paperwork. Institutional beige, one crystal accent. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,39,Magical Realism,cinderella_39_magical-realism.webp,"Latin American magical-realism painting: a village kitchen at midnight where a gown is politely returning to ash around a smiling girl — the ash spiraling up the chimney like reversed weather — while through the window a shed-sized pumpkin carriage waits harnessed to itself and neighbors wave without breaking stride. On the doorstep, one slipper that stayed glass. Marigold, dusk-blue, gold. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
cinderella,40,Epistolary,cinderella_40_epistolary.webp,"Flat-lay illustration on a desk: a correspondence file — gilt invitation with penciled annotation, dressmaker's receipts, a palace herald clipping reading SLIPPER RETAINED, a note pinned to a kitchen gate — arranged around two glass slippers at center, one travel-worn, one pristine, reunited. Wax seals, pressed flowers, handwriting as illegible scrawl. Warm parchment tones. Square 1:1 frame. Avoid: text, watermarks, human characters where animals are specified, gore."
pigs,41,The True Original,pigs_41_true-original.webp,"Antique Victorian wood-engraving storybook plate, fine black-ink hatching: inside a brick cottage, the third little pig in an apron stands by a great cauldron boiling over the hearth fire as the wolf tumbles down toward the pot, two frightened pig brothers watching from a doorway. 1880s engraved fairy-tale plate. Antique black-ink wood-engraving, aged cream paper, landscape orientation. Anthropomorphic animals where present (pigs, wolf, bears) upright and clothed. Avoid: modern elements, bright color photography, gore, legible modern text."
red,41,The True Original,red_41_true-original.webp,"Antique Victorian wood-engraving storybook plate, fine black-ink hatching: a huntsman kneeling at the bedside cutting open the sleeping wolf's belly with shears while Little Red-Cap and her grandmother step out alive; a cottage bedroom. 1880s engraved fairy-tale plate; grim but not gory. Antique black-ink wood-engraving, aged cream paper, landscape orientation. Anthropomorphic animals where present (pigs, wolf, bears) upright and clothed. Avoid: modern elements, bright color photography, gore, legible modern text."
goldilocks,41,The True Original,goldilocks_41_true-original.webp,"Antique Victorian wood-engraving storybook plate, fine black-ink hatching: a startled little old woman in a bonnet leaping out of an upstairs window as three roaring bears (small, middle, and great huge) burst into the bedroom behind her; a broken chair and porridge bowls nearby. 1880s engraved fairy-tale plate. Antique black-ink wood-engraving, aged cream paper, landscape orientation. Anthropomorphic animals where present (pigs, wolf, bears) upright and clothed. Avoid: modern elements, bright color photography, gore, legible modern text."
cinderella,41,The True Original,cinderella_41_true-original.webp,"Antique Victorian wood-engraving storybook plate, fine black-ink hatching: Cinderella in a gown of gold kneeling at her mother's grave beneath a hazel tree, a little white bird on a branch dropping finery to her, a single golden slipper on the ground. 1880s engraved fairy-tale plate. Antique black-ink wood-engraving, aged cream paper, landscape orientation. Anthropomorphic animals where present (pigs, wolf, bears) upright and clothed. Avoid: modern elements, bright color photography, gore, legible modern text."
